unique_id,status,thread_id,execution_time,adapter_response,relation_name,start_time,end_time,model_id,thread,execution_time_sec
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_dubo33_segmento_2024,2024-11-22 18:26:00.471599+00:00,2024-11-22 18:26:00.831812+00:00,model.my_dbt_project.gld_dubo33_segmento_2024,Thread-1 (worker),0.3631203174591064
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_escolas_bilingue_com_enem,2024-11-22 18:26:00.843776+00:00,2024-11-22 18:26:01.220996+00:00,model.my_dbt_project.gld_escolas_bilingue_com_enem,Thread-1 (worker),0.3821287155151367
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_cubo33,2024-11-22 18:26:01.230885+00:00,2024-11-22 18:26:01.651544+00:00,model.my_dbt_project.slv_cubo33,Thread-1 (worker),0.4236514568328857
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_escolas_bilingue,2024-11-22 18:26:01.660367+00:00,2024-11-22 18:26:02.039652+00:00,model.my_dbt_project.slv_escolas_bilingue,Thread-1 (worker),0.3832662105560303
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_tkm_2024,2024-11-22 18:26:02.046586+00:00,2024-11-22 18:26:02.427373+00:00,model.my_dbt_project.gld_cubo33_tkm_2024,Thread-1 (worker),0.3848061561584472
,success,,,OK,DB_DLK_INTMERCDB.dbo.brz_parceiros_segmentados,2024-11-26 12:33:38.530974+00:00,2024-11-26 12:33:40.353022+00:00,model.my_dbt_project.brz_parceiros_segmentados,Thread-1 (worker),1.826098680496216
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_2024,2024-11-26 12:33:40.363104+00:00,2024-11-26 12:33:40.915613+00:00,model.my_dbt_project.gld_cubo33_2024,Thread-1 (worker),0.5564792156219482
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado,2024-11-26 12:33:40.928257+00:00,2024-11-26 12:33:41.499769+00:00,model.my_dbt_project.gld_cubo33_alunado,Thread-1 (worker),0.5764989852905273
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado_2024,2024-11-26 12:33:41.506390+00:00,2024-11-26 12:33:42.102017+00:00,model.my_dbt_project.gld_cubo33_alunado_2024,Thread-1 (worker),0.5995142459869385
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_dubo33_segmento_2024,2024-11-26 12:33:42.114870+00:00,2024-11-26 12:33:42.676734+00:00,model.my_dbt_project.gld_dubo33_segmento_2024,Thread-1 (worker),0.5668494701385498
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_escolas_bilingue_com_enem,2024-11-26 12:33:42.687694+00:00,2024-11-26 12:33:43.444734+00:00,model.my_dbt_project.gld_escolas_bilingue_com_enem,Thread-1 (worker),0.7620565891265869
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_cubo33,2024-11-26 12:33:43.456769+00:00,2024-11-26 12:33:44.020801+00:00,model.my_dbt_project.slv_cubo33,Thread-1 (worker),0.5680623054504395
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_escolas_bilingue,2024-11-26 12:33:44.032761+00:00,2024-11-26 12:33:44.555673+00:00,model.my_dbt_project.slv_escolas_bilingue,Thread-1 (worker),0.5249009132385254
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_tkm_2024,2024-11-26 12:33:44.563676+00:00,2024-11-26 12:33:45.148111+00:00,model.my_dbt_project.gld_cubo33_tkm_2024,Thread-1 (worker),0.5894432067871094
,success,,,OK,DB_DLK_INTMERCDB.dbo.brz_parceiros_segmentados,2024-11-26 12:48:34.603335+00:00,2024-11-26 12:48:35.568304+00:00,model.my_dbt_project.brz_parceiros_segmentados,Thread-1 (worker),0.9684743881225586
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_2024,2024-11-26 12:48:35.577025+00:00,2024-11-26 12:48:36.055264+00:00,model.my_dbt_project.gld_cubo33_2024,Thread-1 (worker),0.4802391529083252
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado,2024-11-26 12:48:36.063295+00:00,2024-11-26 12:48:36.988368+00:00,model.my_dbt_project.gld_cubo33_alunado,Thread-1 (worker),0.9271223545074464
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado_2024,2024-11-26 12:48:36.993347+00:00,2024-11-26 12:48:37.445330+00:00,model.my_dbt_project.gld_cubo33_alunado_2024,Thread-1 (worker),0.4539742469787597
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_dubo33_segmento_2024,2024-11-26 12:48:37.451309+00:00,2024-11-26 12:48:37.898659+00:00,model.my_dbt_project.gld_dubo33_segmento_2024,Thread-1 (worker),0.4513332843780517
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_escolas_bilingue_com_enem,2024-11-26 12:48:37.905857+00:00,2024-11-26 12:48:38.411105+00:00,model.my_dbt_project.gld_escolas_bilingue_com_enem,Thread-1 (worker),0.5082297325134277
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_cubo33,2024-11-26 12:48:38.419070+00:00,2024-11-26 12:48:39.205370+00:00,model.my_dbt_project.slv_cubo33,Thread-1 (worker),0.7893590927124023
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_escolas_bilingue,2024-11-26 12:48:39.213337+00:00,2024-11-26 12:48:39.649273+00:00,model.my_dbt_project.slv_escolas_bilingue,Thread-1 (worker),0.4389240741729736
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_tkm_2024,2024-11-26 12:48:39.657245+00:00,2024-11-26 12:48:40.084452+00:00,model.my_dbt_project.gld_cubo33_tkm_2024,Thread-1 (worker),0.430274486541748
,success,,,OK,DB_DLK_INTMERCDB.dbo.brz_parceiros_segmentados,2024-11-26 13:36:03.332983+00:00,2024-11-26 13:36:04.273120+00:00,model.my_dbt_project.brz_parceiros_segmentados,Thread-1 (worker),0.9432337284088136
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_2024,2024-11-26 13:36:04.281181+00:00,2024-11-26 13:36:04.751876+00:00,model.my_dbt_project.gld_cubo33_2024,Thread-1 (worker),0.4746921062469482
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado,2024-11-26 13:36:04.759930+00:00,2024-11-26 13:36:05.188196+00:00,model.my_dbt_project.gld_cubo33_alunado,Thread-1 (worker),0.4313399791717529
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado_2024,2024-11-26 13:36:05.195092+00:00,2024-11-26 13:36:05.659867+00:00,model.my_dbt_project.gld_cubo33_alunado_2024,Thread-1 (worker),0.4677731990814209
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_dubo33_segmento_2024,2024-11-26 13:36:05.668849+00:00,2024-11-26 13:36:06.098399+00:00,model.my_dbt_project.gld_dubo33_segmento_2024,Thread-1 (worker),0.4325258731842041
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_escolas_bilingue_com_enem,2024-11-26 13:36:06.110367+00:00,2024-11-26 13:36:06.546615+00:00,model.my_dbt_project.gld_escolas_bilingue_com_enem,Thread-1 (worker),0.4412319660186767
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_cubo33,2024-11-26 13:36:06.557570+00:00,2024-11-26 13:36:07.301679+00:00,model.my_dbt_project.slv_cubo33,Thread-1 (worker),0.7480723857879639
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_escolas_bilingue,2024-11-26 13:36:07.313556+00:00,2024-11-26 13:36:07.877524+00:00,model.my_dbt_project.slv_escolas_bilingue,Thread-1 (worker),0.5679547786712646
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_tkm_2024,2024-11-26 13:36:07.889406+00:00,2024-11-26 13:36:08.304898+00:00,model.my_dbt_project.gld_cubo33_tkm_2024,Thread-1 (worker),0.4195156097412109
,success,,,OK,DB_DLK_INTMERCDB.dbo.brz_parceiros_segmentados,2024-11-26 20:20:59.596937+00:00,2024-11-26 20:21:01.294191+00:00,model.my_dbt_project.brz_parceiros_segmentados,Thread-1 (worker),1.701582670211792
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_2024,2024-11-26 20:21:01.302180+00:00,2024-11-26 20:21:01.768631+00:00,model.my_dbt_project.gld_cubo33_2024,Thread-1 (worker),0.4683732986450195
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado,2024-11-26 20:21:01.773496+00:00,2024-11-26 20:21:02.367532+00:00,model.my_dbt_project.gld_cubo33_alunado,Thread-1 (worker),0.5965068340301514
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado_2024,2024-11-26 20:21:02.374920+00:00,2024-11-26 20:21:02.887926+00:00,model.my_dbt_project.gld_cubo33_alunado_2024,Thread-1 (worker),0.5164899826049805
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_dubo33_segmento_2024,2024-11-26 20:21:02.897076+00:00,2024-11-26 20:21:03.417021+00:00,model.my_dbt_project.gld_dubo33_segmento_2024,Thread-1 (worker),0.5226197242736816
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_escolas_bilingue_com_enem,2024-11-26 20:21:03.424177+00:00,2024-11-26 20:21:03.893461+00:00,model.my_dbt_project.gld_escolas_bilingue_com_enem,Thread-1 (worker),0.472705602645874
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_cubo33,2024-11-26 20:21:03.901563+00:00,2024-11-26 20:21:04.427213+00:00,model.my_dbt_project.slv_cubo33,Thread-1 (worker),0.5286459922790527
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_escolas_bilingue,2024-11-26 20:21:04.438732+00:00,2024-11-26 20:21:04.958558+00:00,model.my_dbt_project.slv_escolas_bilingue,Thread-1 (worker),0.5233809947967529
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_tkm_2024,2024-11-26 20:21:04.970390+00:00,2024-11-26 20:21:05.505829+00:00,model.my_dbt_project.gld_cubo33_tkm_2024,Thread-1 (worker),0.5399556159973145
,success,,,OK,DB_DLK_INTMERCDB.dbo.brz_parceiros_segmentados,2024-11-26 21:07:40.928180+00:00,2024-11-26 21:07:41.840909+00:00,model.my_dbt_project.brz_parceiros_segmentados,Thread-1 (worker),0.9147076606750488
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_2024,2024-11-26 21:07:41.847883+00:00,2024-11-26 21:07:42.339344+00:00,model.my_dbt_project.gld_cubo33_2024,Thread-1 (worker),0.4944500923156738
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado,2024-11-26 21:07:42.352314+00:00,2024-11-26 21:07:42.774849+00:00,model.my_dbt_project.gld_cubo33_alunado,Thread-1 (worker),0.4285285472869873
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado_2024,2024-11-26 21:07:42.786802+00:00,2024-11-26 21:07:43.227247+00:00,model.my_dbt_project.gld_cubo33_alunado_2024,Thread-1 (worker),0.4463405609130859
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_dubo33_segmento_2024,2024-11-26 21:07:43.240216+00:00,2024-11-26 21:07:43.648488+00:00,model.my_dbt_project.gld_dubo33_segmento_2024,Thread-1 (worker),0.4143011569976806
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_escolas_bilingue_com_enem,2024-11-26 21:07:43.662390+00:00,2024-11-26 21:07:44.112763+00:00,model.my_dbt_project.gld_escolas_bilingue_com_enem,Thread-1 (worker),0.4553594589233398
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_cubo33,2024-11-26 21:07:44.125799+00:00,2024-11-26 21:07:44.873154+00:00,model.my_dbt_project.slv_cubo33,Thread-1 (worker),0.7513442039489746
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_escolas_bilingue,2024-11-26 21:07:44.885075+00:00,2024-11-26 21:07:45.297657+00:00,model.my_dbt_project.slv_escolas_bilingue,Thread-1 (worker),0.4170632362365722
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_tkm_2024,2024-11-26 21:07:45.307155+00:00,2024-11-26 21:07:45.722277+00:00,model.my_dbt_project.gld_cubo33_tkm_2024,Thread-1 (worker),0.4194912910461426
,success,,,OK,DB_DLK_INTMERCDB.dbo.brz_parceiros_segmentados,2024-11-26 21:15:55.611433+00:00,2024-11-26 21:15:56.541629+00:00,model.my_dbt_project.brz_parceiros_segmentados,Thread-1 (worker),0.934145450592041
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_2024,2024-11-26 21:15:56.551987+00:00,2024-11-26 21:15:57.011777+00:00,model.my_dbt_project.gld_cubo33_2024,Thread-1 (worker),0.4632306098937988
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado,2024-11-26 21:15:57.019915+00:00,2024-11-26 21:15:57.415620+00:00,model.my_dbt_project.gld_cubo33_alunado,Thread-1 (worker),0.3987066745758056
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado_2024,2024-11-26 21:15:57.424627+00:00,2024-11-26 21:15:57.872844+00:00,model.my_dbt_project.gld_cubo33_alunado_2024,Thread-1 (worker),0.4533214569091797
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_dubo33_segmento_2024,2024-11-26 21:15:57.883889+00:00,2024-11-26 21:15:58.293614+00:00,model.my_dbt_project.gld_dubo33_segmento_2024,Thread-1 (worker),0.4147169589996338
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_escolas_bilingue_com_enem,2024-11-26 21:15:58.302499+00:00,2024-11-26 21:15:58.736873+00:00,model.my_dbt_project.gld_escolas_bilingue_com_enem,Thread-1 (worker),0.4382843971252441
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_cubo33,2024-11-26 21:15:58.748757+00:00,2024-11-26 21:15:59.259796+00:00,model.my_dbt_project.slv_cubo33,Thread-1 (worker),0.5169429779052734
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_escolas_bilingue,2024-11-26 21:15:59.272838+00:00,2024-11-26 21:15:59.708691+00:00,model.my_dbt_project.slv_escolas_bilingue,Thread-1 (worker),0.4419229030609131
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_tkm_2024,2024-11-26 21:15:59.720696+00:00,2024-11-26 21:16:00.147440+00:00,model.my_dbt_project.gld_cubo33_tkm_2024,Thread-1 (worker),0.4317729473114013
,success,,,OK,DB_DLK_INTMERCDB.dbo.brz_parceiros_segmentados,2024-11-26 21:25:14.587462+00:00,2024-11-26 21:25:15.502779+00:00,model.my_dbt_project.brz_parceiros_segmentados,Thread-1 (worker),0.9173104763031006
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_2024,2024-11-26 21:25:15.510329+00:00,2024-11-26 21:25:15.986033+00:00,model.my_dbt_project.gld_cubo33_2024,Thread-1 (worker),0.4786965847015381
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado,2024-11-26 21:25:15.993841+00:00,2024-11-26 21:25:16.425723+00:00,model.my_dbt_project.gld_cubo33_alunado,Thread-1 (worker),0.4357006549835205
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado_2024,2024-11-26 21:25:16.432703+00:00,2024-11-26 21:25:16.922192+00:00,model.my_dbt_project.gld_cubo33_alunado_2024,Thread-1 (worker),0.4924805164337158
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_dubo33_segmento_2024,2024-11-26 21:25:16.930167+00:00,2024-11-26 21:25:17.347745+00:00,model.my_dbt_project.gld_dubo33_segmento_2024,Thread-1 (worker),0.4215738773345947
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_escolas_bilingue_com_enem,2024-11-26 21:25:17.356755+00:00,2024-11-26 21:25:17.796339+00:00,model.my_dbt_project.gld_escolas_bilingue_com_enem,Thread-1 (worker),0.4436032772064209
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_cubo33,2024-11-26 21:25:17.809336+00:00,2024-11-26 21:25:18.618477+00:00,model.my_dbt_project.slv_cubo33,Thread-1 (worker),0.8141016960144043
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_escolas_bilingue,2024-11-26 21:25:18.631475+00:00,2024-11-26 21:25:19.095598+00:00,model.my_dbt_project.slv_escolas_bilingue,Thread-1 (worker),0.4689679145812988
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_tkm_2024,2024-11-26 21:25:19.106482+00:00,2024-11-26 21:25:19.555818+00:00,model.my_dbt_project.gld_cubo33_tkm_2024,Thread-1 (worker),0.4532465934753418
,success,,,OK,DB_DLK_INTMERCDB.dbo.brz_parceiros_segmentados,2024-11-27 17:25:50.179347+00:00,2024-11-27 17:25:51.531982+00:00,model.my_dbt_project.brz_parceiros_segmentados,Thread-1 (worker),1.3568785190582275
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_2024,2024-11-27 17:25:51.538967+00:00,2024-11-27 17:25:52.048863+00:00,model.my_dbt_project.gld_cubo33_2024,Thread-1 (worker),0.5118861198425293
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado,2024-11-27 17:25:52.055913+00:00,2024-11-27 17:25:57.377558+00:00,model.my_dbt_project.gld_cubo33_alunado,Thread-1 (worker),5.325630187988281
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado_2024,2024-11-27 17:25:57.387482+00:00,2024-11-27 17:25:57.924806+00:00,model.my_dbt_project.gld_cubo33_alunado_2024,Thread-1 (worker),0.5412659645080566
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_aluno,2024-11-27 17:25:57.934783+00:00,2024-11-27 17:25:59.656210+00:00,model.my_dbt_project.gld_cubo33_aluno,Thread-1 (worker),1.724412202835083
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_dubo33_segmento_2024,2024-11-27 17:25:59.667295+00:00,2024-11-27 17:26:00.216240+00:00,model.my_dbt_project.gld_dubo33_segmento_2024,Thread-1 (worker),0.5519773960113525
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_escolas_bilingue_com_enem,2024-11-27 17:26:00.221223+00:00,2024-11-27 17:26:00.730029+00:00,model.my_dbt_project.gld_escolas_bilingue_com_enem,Thread-1 (worker),0.5117440223693848
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_cubo33,2024-11-27 17:26:00.738939+00:00,2024-11-27 17:26:01.213322+00:00,model.my_dbt_project.slv_cubo33,Thread-1 (worker),0.4793682098388672
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_escolas_bilingue,2024-11-27 17:26:01.227650+00:00,2024-11-27 17:26:01.715059+00:00,model.my_dbt_project.slv_escolas_bilingue,Thread-1 (worker),0.4913179874420166
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_tkm_2024,2024-11-27 17:26:01.726152+00:00,2024-11-27 17:26:02.275216+00:00,model.my_dbt_project.gld_cubo33_tkm_2024,Thread-1 (worker),0.5520520210266113
,success,,,OK,DB_DLK_INTMERCDB.dbo.brz_parceiros_segmentados,2024-11-27 18:22:28.793944+00:00,2024-11-27 18:22:29.856902+00:00,model.my_dbt_project.brz_parceiros_segmentados,Thread-1 (worker),1.0649566650390625
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_2024,2024-11-27 18:22:29.862877+00:00,2024-11-27 18:22:30.462427+00:00,model.my_dbt_project.gld_cubo33_2024,Thread-1 (worker),0.6025419235229492
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado,2024-11-27 18:22:30.470428+00:00,2024-11-27 18:22:31.012530+00:00,model.my_dbt_project.gld_cubo33_alunado,Thread-1 (worker),0.5447113513946533
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado_2024,2024-11-27 18:22:31.021022+00:00,2024-11-27 18:22:31.596611+00:00,model.my_dbt_project.gld_cubo33_alunado_2024,Thread-1 (worker),0.5795843601226807
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_aluno,2024-11-27 18:22:31.607671+00:00,2024-11-27 18:22:32.175020+00:00,model.my_dbt_project.gld_cubo33_aluno,Thread-1 (worker),0.5694200992584229
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_dubo33_segmento_2024,2024-11-27 18:22:32.183069+00:00,2024-11-27 18:22:33.226283+00:00,model.my_dbt_project.gld_dubo33_segmento_2024,Thread-1 (worker),1.0494179725646973
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_escolas_bilingue_com_enem,2024-11-27 18:22:33.237726+00:00,2024-11-27 18:22:33.811222+00:00,model.my_dbt_project.gld_escolas_bilingue_com_enem,Thread-1 (worker),0.5765340328216553
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_cubo33,2024-11-27 18:22:33.822693+00:00,2024-11-27 18:22:34.337939+00:00,model.my_dbt_project.slv_cubo33,Thread-1 (worker),0.519136905670166
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_escolas_bilingue,2024-11-27 18:22:34.348816+00:00,2024-11-27 18:22:34.846800+00:00,model.my_dbt_project.slv_escolas_bilingue,Thread-1 (worker),0.5029723644256592
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_tkm_2024,2024-11-27 18:22:34.855764+00:00,2024-11-27 18:22:35.338682+00:00,model.my_dbt_project.gld_cubo33_tkm_2024,Thread-1 (worker),0.4858498573303222
,success,,,OK,DB_DLK_INTMERCDB.dbo.brz_parceiros_segmentados,2024-11-27 19:17:42.307409+00:00,2024-11-27 19:17:43.309024+00:00,model.my_dbt_project.brz_parceiros_segmentados,Thread-1 (worker),1.006678581237793
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_2024,2024-11-27 19:17:43.322047+00:00,2024-11-27 19:17:43.828661+00:00,model.my_dbt_project.gld_cubo33_2024,Thread-1 (worker),0.5105998516082764
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado,2024-11-27 19:17:43.839544+00:00,2024-11-27 19:17:44.315265+00:00,model.my_dbt_project.gld_cubo33_alunado,Thread-1 (worker),0.4787056446075439
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado_2024,2024-11-27 19:17:44.324320+00:00,2024-11-27 19:17:44.823216+00:00,model.my_dbt_project.gld_cubo33_alunado_2024,Thread-1 (worker),0.5029327869415283
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_aluno,2024-11-27 19:17:44.834214+00:00,2024-11-27 19:17:45.317076+00:00,model.my_dbt_project.gld_cubo33_aluno,Thread-1 (worker),0.487863540649414
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_dubo33_segmento_2024,2024-11-27 19:17:45.329116+00:00,2024-11-27 19:17:45.841408+00:00,model.my_dbt_project.gld_dubo33_segmento_2024,Thread-1 (worker),0.5173530578613281
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_escolas_bilingue_com_enem,2024-11-27 19:17:45.853443+00:00,2024-11-27 19:17:46.357213+00:00,model.my_dbt_project.gld_escolas_bilingue_com_enem,Thread-1 (worker),0.5087664127349854
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_cubo33,2024-11-27 19:17:46.369174+00:00,2024-11-27 19:17:46.847007+00:00,model.my_dbt_project.slv_cubo33,Thread-1 (worker),0.4817469120025635
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_escolas_bilingue,2024-11-27 19:17:46.857900+00:00,2024-11-27 19:17:47.554308+00:00,model.my_dbt_project.slv_escolas_bilingue,Thread-1 (worker),0.7013068199157715
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_tkm_2024,2024-11-27 19:17:47.564275+00:00,2024-11-27 19:17:48.034321+00:00,model.my_dbt_project.gld_cubo33_tkm_2024,Thread-1 (worker),0.4751083850860595
,success,,,OK,DB_DLK_INTMERCDB.dbo.brz_parceiros_segmentados,2024-11-29 11:18:08.096936+00:00,2024-11-29 11:18:09.119386+00:00,model.my_dbt_project.brz_parceiros_segmentados,Thread-1 (worker),1.0244452953338623
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_2024,2024-11-29 11:18:09.125887+00:00,2024-11-29 11:18:09.483940+00:00,model.my_dbt_project.gld_cubo33_2024,Thread-1 (worker),0.3600485324859619
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado,2024-11-29 11:18:09.488929+00:00,2024-11-29 11:18:09.838038+00:00,model.my_dbt_project.gld_cubo33_alunado,Thread-1 (worker),0.351107120513916
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado_2024,2024-11-29 11:18:09.845946+00:00,2024-11-29 11:18:10.184441+00:00,model.my_dbt_project.gld_cubo33_alunado_2024,Thread-1 (worker),0.3404905796051025
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_dubo33_segmento_2024,2024-11-29 11:18:10.188429+00:00,2024-11-29 11:18:10.572487+00:00,model.my_dbt_project.gld_dubo33_segmento_2024,Thread-1 (worker),0.3850553035736084
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_escolas_bilingue_com_enem,2024-11-29 11:18:10.577476+00:00,2024-11-29 11:18:10.932142+00:00,model.my_dbt_project.gld_escolas_bilingue_com_enem,Thread-1 (worker),0.3566608428955078
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_cubo33,2024-11-29 11:18:10.937563+00:00,2024-11-29 11:18:11.290307+00:00,model.my_dbt_project.slv_cubo33,Thread-1 (worker),0.3547325134277344
,success,,,OK,DB_DLK_INTMERCDB.dbo.slv_escolas_bilingue,2024-11-29 11:18:11.297300+00:00,2024-11-29 11:18:11.723784+00:00,model.my_dbt_project.slv_escolas_bilingue,Thread-1 (worker),0.4297471046447754
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_tkm_2024,2024-11-29 11:18:11.733096+00:00,2024-11-29 11:18:12.177303+00:00,model.my_dbt_project.gld_cubo33_tkm_2024,Thread-1 (worker),0.4482598304748535
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_aluno,2024-11-29 11:18:12.189248+00:00,2024-11-29 11:18:12.657051+00:00,model.my_dbt_project.gld_cubo33_aluno,Thread-1 (worker),0.4718475341796875
,success,,,OK,DB_DLK_INTMERCDB.dbo.brz_parceiros_segmentados,2024-11-29 11:29:52.969446+00:00,2024-11-29 11:29:53.795565+00:00,model.my_dbt_project.brz_parceiros_segmentados,Thread-1 (worker),0.8271114826202393
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_2024,2024-11-29 11:29:53.802599+00:00,2024-11-29 11:29:54.131378+00:00,model.my_dbt_project.gld_cubo33_2024,Thread-1 (worker),0.3308978080749511
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado,2024-11-29 11:29:54.135297+00:00,2024-11-29 11:29:54.464454+00:00,model.my_dbt_project.gld_cubo33_alunado,Thread-1 (worker),0.3311493396759033
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_cubo33_alunado_2024,2024-11-29 11:29:54.471428+00:00,2024-11-29 11:29:54.822925+00:00,model.my_dbt_project.gld_cubo33_alunado_2024,Thread-1 (worker),0.3534893989562988
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_dubo33_segmento_2024,2024-11-29 11:29:54.827912+00:00,2024-11-29 11:29:55.221896+00:00,model.my_dbt_project.gld_dubo33_segmento_2024,Thread-1 (worker),0.3959786891937256
,success,,,OK,DB_DLK_INTMERCDB.dbo.gld_escolas_bilingue_com_enem,2024-11-29 11:29:55.228843+00:00,2024-11-29 11:29:55.551299+00:00,model.my_dbt_project.gld_escolas_bilingue_com_enem,Thread-1 (worker),0.325491189956665
